"","STATECD","COUNTYCD","PLOT","CONDID","CYCLE","uniq_obs_unit_id","uniq_spl_unit_id","fortypcd","owngrpcd","owncd","aspect","aspect_rad","aspect_sin","aspect_cos","slope","adforcd","cpa","mean_dia","mean_actualht","mean_HD","diversity","num_trees","num_species","qmd","tph","baph","sdi","ownership","nf_np"
"135567",13,55,57,1,10,"13_55_57_1_10","13_55_57_1",503,10,11,200,3.49065850398866,-0.342020143325669,-0.939692620785908,52,803,58.7246723363259,22.6150714285714,16.3394571428571,76.0025607629646,8.82763323408066,28,11,127.064245749935,586.757446514088,20.2377483031966,7774.24086676626,"Chattahoochee-Oconee","National Forest"
"135595",13,55,57,1,11,"13_55_57_1_11","13_55_57_1",406,10,11,200,3.49065850398866,-0.342020143325669,-0.939692620785908,59,803,61.2462566341265,23.9346153846154,17.9597538461538,79.4087405689506,7.91139657544158,26,11,129.767404320191,386.643461844492,19.667365273061,5298.87130601561,"Chattahoochee-Oconee","National Forest"
"135621",13,55,58,1,11,"13_55_58_1_11","13_55_58_1",161,10,11,55,0.959931088596881,0.819152044288992,0.573576436351046,15,803,26.7623956828435,17.8344285714286,14.4453428571429,90.7849534676185,3.05708809648212,28,6,100.776240533173,1268.2461661634,14.7186762578613,11583.3793208741,"Chattahoochee-Oconee","National Forest"
"135649",13,55,58,1,12,"13_55_58_1_12","13_55_58_1",161,10,11,55,0.959931088596881,0.819152044288992,0.573576436351046,18,803,33.6840634680295,22.908380952381,18.4186285714286,83.8877437653773,2.5941431070064,21,5,108.426170973617,482.661129863647,14.9769535638344,4957.63414630325,"Chattahoochee-Oconee","National Forest"
"135670",13,55,58,2,11,"13_55_58_2_11","13_55_58_2",502,10,11,355,6.19591884457987,-0.0871557427476583,0.996194698091746,35,803,66.3745489000742,26.1112,19.62912,84.6040035958654,5.85332099180202,15,7,116.88195768381,393.435715591842,16.5848006658115,4558.79819474331,"Chattahoochee-Oconee","National Forest"
"135685",13,55,58,2,12,"13_55_58_2_12","13_55_58_2",502,10,11,5,0.0872664625997165,0.0871557427476582,0.996194698091746,40,803,70.5333075306048,29.972,21.0058,82.4078165142465,4.87080128964072,12,6,118.716676301184,348.823008455939,17.2372628296453,4144.17735785353,"Chattahoochee-Oconee","National Forest"
"135697",13,55,59,1,10,"13_55_59_1_10","13_55_59_1",161,10,11,0,0,0,1,0,803,27.3387798190287,15.9243888888889,13.7329333333333,96.6010124494484,4.37517476836536,36,8,105.97524112735,1898.32992492945,15.8290516900285,18796.0530567676,"Chattahoochee-Oconee","National Forest"
"135733",13,55,59,1,11,"13_55_59_1_11","13_55_59_1",161,10,11,0,0,0,1,3,803,23.24155014655,17.8181,15.07236,97.1451320783796,4.74510280626355,20,7,89.8115410178447,1149.27894713432,11.555467176222,8724.99996646129,"Chattahoochee-Oconee","National Forest"
"135753",13,55,59,1,12,"13_55_59_1_12","13_55_59_1",161,10,11,0,0,0,1,4,803,37.5880032913793,19.7542727272727,16.3345090909091,100.640439527416,4.90228735530349,22,7,107.602206798931,1349.39293180392,16.4265306283945,13691.571760058,"Chattahoochee-Oconee","National Forest"
"135775",13,55,59,2,10,"13_55_59_2_10","13_55_59_2",503,10,11,0,0,0,1,0,803,19.3573176654016,18.3572727272727,14.6581090909091,87.8787754167433,6.04149927965329,11,7,68.1416248412085,504.324285989632,6.26554979872928,2457.98260903039,"Chattahoochee-Oconee","National Forest"
"135786",13,55,59,2,11,"13_55_59_2_11","13_55_59_2",503,10,11,0,0,0,1,0,803,20.3817519721965,20.1168,15.81912,89.1546933668542,6.26120069029542,10,7,70.9128698051348,489.453383610997,6.83733469644044,2543.12052801211,"Chattahoochee-Oconee","National Forest"
"135796",13,55,59,2,12,"13_55_59_2_12","13_55_59_2",503,10,11,0,0,0,1,4,803,19.4746433967295,19.39925,16.764,91.8039202154717,5.29870225712421,8,6,62.1926663522316,459.711578853729,5.56458894260437,1934.98991402165,"Chattahoochee-Oconee","National Forest"
"135805",13,55,60,1,10,"13_55_60_1_10","13_55_60_1",502,10,11,50,0.872664625997165,0.766044443118978,0.642787609686539,16,803,70.5946660591363,25.1690909090909,17.4705818181818,76.7676720062199,2.6347994320628,22,4,130.254706817067,497.532032242282,20.9971610872844,6859.71985588901,"Chattahoochee-Oconee","National Forest"
"135827",13,55,60,1,11,"13_55_60_1_11","13_55_60_1",502,10,11,50,0.872664625997165,0.766044443118978,0.642787609686539,16,803,78.9263675714561,25.17775,17.6022,78.0319875124612,2.88459524380323,24,4,136.863110164865,527.27383699955,23.123553099597,7870.78025076261,"Chattahoochee-Oconee","National Forest"
"135851",13,55,61,1,11,"13_55_61_1_11","13_55_61_1",503,10,11,75,1.30899693899575,0.965925826289068,0.258819045102521,20,803,37.2812563285586,23.6855,20.447,90.4435931296895,7.2369838003579,12,8,88.5731907294752,178.450828543612,9.16261688863239,1324.89246061703,"Chattahoochee-Oconee","National Forest"
"135863",13,55,61,3,11,"13_55_61_3_11","13_55_61_3",161,10,11,120,2.0943951023932,0.866025403784439,-0.5,12,803,19.1340649526008,17.7376666666667,15.1892,96.1771857125622,6,12,7,67.7775572295137,689.567368280593,8.620579950308,3332.04973986875,"Chattahoochee-Oconee","National Forest"
"135875",13,55,62,1,10,"13_55_62_1_10","13_55_62_1",405,10,11,135,2.35619449019234,0.707106781186548,-0.707106781186547,16,803,39.4859768090756,19.6708888888889,13.9192,84.7276954265989,5.18977337449425,27,8,113.040844423598,1083.00308387243,15.5921834838075,11893.6289077316,"Chattahoochee-Oconee","National Forest"
"135902",13,55,62,1,11,"13_55_62_1_11","13_55_62_1",405,10,11,155,2.70526034059121,0.422618261740699,-0.90630778703665,20,803,43.9141751363106,19.9780769230769,14.0559692307692,90.7954581368517,5.37031480995063,26,8,115.897224660472,1408.87654131845,16.8082799944169,16104.6780003996,"Chattahoochee-Oconee","National Forest"
"135928",13,55,62,1,12,"13_55_62_1_12","13_55_62_1",405,10,11,155,2.70526034059121,0.422618261740699,-0.90630778703665,20,803,51.2387006303554,26.3224210526316,19.6034526315789,77.4218115176667,5.69642370948737,19,8,118.909171538616,282.547145194052,16.5137480771504,3365.5298787207,"Chattahoochee-Oconee","National Forest"
"135947",13,55,62,2,10,"13_55_62_2_10","13_55_62_2",519,10,11,225,3.92699081698724,-0.707106781186547,-0.707106781186548,33,803,3.94300381967373,21.59,15.3416,71.1772338148743,1.88988157484231,3,2,37.7059556568986,44.6127071359029,1.6604846043601,84.108218816862,"Chattahoochee-Oconee","National Forest"
"135952",13,55,62,2,11,"13_55_62_2_11","13_55_62_2",502,10,11,190,3.31612557878923,-0.17364817766693,-0.984807753012208,36,803,2.898160861208,28.194,18.5928,65.945945945946,1,1,1,28.194,14.8709023786343,0.928385479435529,17.5825031390784,"Chattahoochee-Oconee","National Forest"
"135955",13,55,62,2,12,"13_55_62_2_12","13_55_62_2",502,10,11,190,3.31612557878923,-0.17364817766693,-0.984807753012208,36,803,4.36496112209621,32.512,21.336,65.625,1,1,1,32.512,14.8709023786343,1.23453191259408,22.1008676562968,"Chattahoochee-Oconee","National Forest"
"135956",13,55,63,1,10,"13_55_63_1_10","13_55_63_1",502,10,11,330,5.75958653158129,-0.5,0.866025403784438,40,803,77.6519504098143,22.6624444444444,15.4657777777778,80.1605557528634,5.04991471782158,27,9,134.720843361374,1083.00308387243,24.8033492724126,15762.1124194296,"Chattahoochee-Oconee","National Forest"
"135985",13,55,63,1,11,"13_55_63_1_11","13_55_63_1",502,10,11,330,5.75958653158129,-0.5,0.866025403784438,34,803,80.5066591739618,21.9456,15.68704,89.0563307354749,4.58458654461446,30,8,139.331907788561,1127.61579100834,23.7066993835428,17322.2467499463,"Chattahoochee-Oconee","National Forest"
"136015",13,55,70,1,7,"13_55_70_1_7","13_55_70_1",161,10,11,0,0,0,1,0,803,20.6005818637444,14.0988955223881,9.78999402985075,75.5924415203864,1.46110481294804,67,4,119.741268257857,2188.95571875479,18.2391220044057,26366.9712839064,"Chattahoochee-Oconee","National Forest"
"136082",13,55,70,1,8,"13_55_70_1_8","13_55_70_1",161,10,11,278,4.85201532054424,-0.99026806874157,0.139173100960065,15,803,23.916456509975,14.6510144927536,10.3543652173913,77.6363352986746,1.56096156897294,69,5,126.335831306878,2218.69752351206,20.1516620200273,29126.6196103155,"Chattahoochee-Oconee","National Forest"
"136151",13,55,70,2,7,"13_55_70_2_7","13_55_70_2",163,10,11,0,0,0,1,0,803,7.93831615115638,21.6408,11.64336,56.7756574362736,2.58640928985893,5,3,51.7200385924063,244.726691805499,3.66369554058802,766.206201854005,"Chattahoochee-Oconee","National Forest"
"136156",13,55,70,2,8,"13_55_70_2_8","13_55_70_2",405,10,11,278,4.85201532054424,-0.99026806874157,0.139173100960065,15,803,7.38887419575371,22.098,13.4874,66.4061596298438,1.75476535060332,4,2,47.8114098516243,229.855789426864,3.25336243109964,634.374138607152,"Chattahoochee-Oconee","National Forest"
"136161",13,55,71,1,7,"13_55_71_1_7","13_55_71_1",502,10,11,0,0,0,1,0,803,42.6528473982773,17.0026060606061,12.192,81.5714415338199,6.58540063280407,33,9,111.365314438563,1683.34503788122,17.4415580065664,18048.815018273,"Chattahoochee-Oconee","National Forest"
"136194",13,55,71,1,8,"13_55_71_1_8","13_55_71_1",502,10,11,110,1.91986217719376,0.939692620785908,-0.342020143325669,35,803,25.8922720699761,17.1069,13.51788,86.3972612440854,5.84190681067865,20,8,86.0092908237244,978.906767221994,10.225656007675,6933.11700160143,"Chattahoochee-Oconee","National Forest"
"136214",13,55,71,2,7,"13_55_71_2_7","13_55_71_2",163,10,11,0,0,0,1,0,803,1.96035249569581,26.416,17.0688,64.6153846153846,1,1,1,26.416,14.8709023786343,0.814983957923438,15.8371063179432,"Chattahoochee-Oconee","National Forest"
"136215",13,55,71,2,8,"13_55_71_2_8","13_55_71_2",163,10,11,115,2.00712863979348,0.90630778703665,-0.422618261740699,35,803,11.356286888128,16.256,12.065,84.1163960050975,4.87080128964072,12,6,61.7162507610435,689.567368280593,6.06194515754668,2866.88214637338,"Chattahoochee-Oconee","National Forest"
"136506",13,85,45,1,11,"13_85_45_1_11","13_85_45_1",502,10,11,105,1.83259571459405,0.965925826289068,-0.258819045102521,60,803,185.13102276477,27.6398181818182,17.0595636363636,79.2895184887186,4.3078883342148,33,6,192.42960205748,1512.97285796889,46.0805045714813,39023.7851639334,"Chattahoochee-Oconee","National Forest"
"136540",13,85,45,1,12,"13_85_45_1_12","13_85_45_1",502,10,11,105,1.83259571459405,0.965925826289068,-0.258819045102521,60,803,196.83624315622,29.7349333333333,18.81632,81.3469452021356,4.44563411773575,30,7,196.495884068853,1468.36015083299,48.7148523653903,39165.7794912945,"Chattahoochee-Oconee","National Forest"
"136570",13,85,46,1,10,"13_85_46_1_10","13_85_46_1",502,10,11,41,0.715584993317675,0.656059028990507,0.754709580222772,23,803,91.0403876041243,25.4816428571429,19.5834,87.769576428214,6.99322776136926,28,10,149.810698670022,757.129626426415,26.660924429083,13066.4727324291,"Chattahoochee-Oconee","National Forest"
"136598",13,85,46,1,11,"13_85_46_1_11","13_85_46_1",502,10,11,25,0.436332312998582,0.422618261740699,0.90630778703665,30,803,107.313899212379,25.5016,21.05152,94.8933942564934,7.21966841847633,30,10,157.562733106531,786.871431183683,29.426555087614,14725.1097015663,"Chattahoochee-Oconee","National Forest"
"136628",13,85,46,1,12,"13_85_46_1_12","13_85_46_1",502,10,11,25,0.436332312998582,0.422618261740699,0.90630778703665,30,803,107.990298329469,25.5839310344828,19.9801655172414,89.6408240809526,6.96985128952287,29,10,156.865308401826,772.000528805049,29.2058347865243,14344.3267491468,"Chattahoochee-Oconee","National Forest"
"136657",13,85,46,2,10,"13_85_46_2_10","13_85_46_2",503,10,11,290,5.06145483078356,-0.939692620785909,0.342020143325668,21,803,17.9579285998573,18.95475,17.526,105.104348766304,3.74674829750099,8,4,58.548515164776,459.711578853729,6.15999749622119,1756.26612061835,"Chattahoochee-Oconee","National Forest"
"136665",13,85,46,2,11,"13_85_46_2_11","13_85_46_2",503,10,11,270,4.71238898038469,-1,-1.83690953073357e-16,18,803,17.4839285868632,22.3096666666667,19.5072,95.6861323678219,3,6,3,57.4831799050818,259.597594184133,5.84815392910469,962.953925196595,"Chattahoochee-Oconee","National Forest"
"136671",13,85,46,2,12,"13_85_46_2_12","13_85_46_2",503,10,11,270,4.71238898038469,-1,-1.83690953073357e-16,18,803,19.4320268217747,21.9165714285714,19.2894857142857,95.743432115512,2.94171342108318,7,3,61.0044338060767,274.468496562767,6.33544139728986,1120.05522507042,"Chattahoochee-Oconee","National Forest"
"136678",13,85,52,1,8,"13_85_52_1_8","13_85_52_1",503,10,11,291,5.0789081233035,-0.933580426497202,0.3583679495453,20,803,70.1760813830805,31.496,21.7111384615385,72.8857721376694,4.56940346993082,13,6,120.76357811857,193.321730922246,17.0328331812679,2360.64018248592,"Chattahoochee-Oconee","National Forest"
"137079",13,111,1,1,9,"13_111_1_1_9","13_111_1_1",515,10,11,324,5.65486677646163,-0.587785252292473,0.809016994374947,24,803,83.6800470093412,23.1058064516129,17.658735483871,89.1396338363449,7.15879353050822,31,9,145.850860758516,972.114513474645,25.5326749221182,16070.6429162277,"Chattahoochee-Oconee","National Forest"
"137110",13,111,1,1,10,"13_111_1_1_10","13_111_1_1",515,10,11,324,5.65486677646163,-0.587785252292473,0.809016994374947,24,803,93.5158141002433,24.0792,18.542,88.4625821455628,7.21654034679244,30,9,150.593941737375,957.24361109601,27.2585861423715,16658.8646728763,"Chattahoochee-Oconee","National Forest"
"137140",13,111,1,1,11,"13_111_1_1_11","13_111_1_1",515,10,11,324,5.65486677646163,-0.587785252292473,0.809016994374947,24,803,93.7334323782324,24.6652142857143,18.9955714285714,89.9732764072062,6.81303847062284,28,8,149.565026647275,927.501806338742,26.89788641913,15964.6309482982,"Chattahoochee-Oconee","National Forest"
"137168",13,111,2,1,9,"13_111_2_1_9","13_111_2_1",103,10,11,0,0,0,1,0,803,33.4773492312055,19.8669189189189,13.1887783783784,71.5695085568827,1.39516277978005,37,3,127.071100097544,890.967747834123,19.2245840304868,11805.8963414401,"Chattahoochee-Oconee","National Forest"
"137205",13,111,2,1,10,"13_111_2_1_10","13_111_2_1",103,10,11,0,0,0,1,0,803,51.2313761883532,24.0702352941176,17.6335764705882,78.1150178294856,1.42560862464697,34,3,145.672044867916,505.610680873566,24.7837706642331,8342.12997839456,"Chattahoochee-Oconee","National Forest"
"137239",13,111,2,1,11,"13_111_2_1_11","13_111_2_1",103,10,11,0,0,0,1,0,803,67.6585471317183,26.495375,20.574,83.0359493894051,1.65986331333113,32,4,157.564780404759,646.241056028625,29.1415681304325,12093.6769584517,"Chattahoochee-Oconee","National Forest"
"137271",13,111,2,1,12,"13_111_2_1_12","13_111_2_1",103,10,11,0,0,0,1,0,803,85.5386421770426,25.3398421052632,21.2878736842105,92.006272051867,3.36788032757873,38,7,168.517275779073,905.838650212758,34.6663079676574,18882.393409256,"Chattahoochee-Oconee","National Forest"
"137309",13,111,2,2,9,"13_111_2_2_9","13_111_2_2",708,10,11,0,0,0,1,0,803,1.99606829496603,6.2992,6.4008,128.702346041056,2.58640928985893,5,3,17.659851188501,755.84323154248,1.21887274044657,421.781776672336,"Chattahoochee-Oconee","National Forest"
"137314",13,111,2,2,10,"13_111_2_2_10","13_111_2_2",401,10,11,0,0,0,1,0,803,17.4343238515996,15.9096363636364,10.5571636363636,95.232406551356,3.19704052173111,11,4,67.1756772946875,1015.44082572661,9.2404972627151,4836.95282250303,"Chattahoochee-Oconee","National Forest"
"137325",13,111,2,2,11,"13_111_2_2_11","13_111_2_2",103,10,11,0,0,0,1,0,803,23.3019708362705,20.2276363636364,14.0762181818182,86.3562464636908,3.19704052173111,11,4,80.9562991743076,674.696465901959,11.0048181015524,4336.03329180095,"Chattahoochee-Oconee","National Forest"
"137338",13,111,2,3,12,"13_111_2_3_12","13_111_2_3",511,10,11,0,0,0,1,0,803,17.1993943917887,32.9565,18.288,63.8774394545672,1.75476535060332,4,2,74.4783268071994,59.4836095145372,6.47850459673625,334.385322814714,"Chattahoochee-Oconee","National Forest"
"137342",13,111,3,1,7,"13_111_3_1_7","13_111_3_1",506,10,11,0,0,0,1,0,803,114.489800174921,23.8880952380952,20.8788,94.791635358423,8.35954066478186,42,12,172.66993980424,1306.06661955195,36.2520048462353,28310.0136379756,"Chattahoochee-Oconee","National Forest"
"137385",13,111,3,1,8,"13_111_3_1_8","13_111_3_1",506,10,11,88,1.53588974175501,0.999390827019096,0.0348994967025011,38,803,128.09618376515,25.7937,23.11146,95.8450627932179,8.12252396356236,40,11,178.583135306781,765.208275057699,37.3932807044073,17507.5531877019,"Chattahoochee-Oconee","National Forest"
"137425",13,111,3,1,9,"13_111_3_1_9","13_111_3_1",506,10,11,88,1.53588974175501,0.999390827019096,0.0348994967025011,38,803,138.041010203347,26.4290256410256,23.4617846153846,97.1551855555272,7.4307062289562,39,10,183.300732699027,920.709552591392,39.6073207621763,21965.6002898167,"Chattahoochee-Oconee","National Forest"
