"","X","STATECD","COUNTYCD","PLOT","CONDID","CYCLE","uniq_obs_unit_id","uniq_spl_unit_id","fortypcd","owngrpcd","owncd","aspect","aspect_rad","aspect_sin","aspect_cos","slope","adforcd","cpa","mean_dia","mean_actualht","mean_HD","diversity","num_trees","num_species","qmd","tph","baph","ownership","nf_np","exp_dia"
"23",135316,13,55,37,1,9,"13_55_37_1_9","13_55_37_1","510",10,11,279,4.86946861306418,-0.987688340595138,0.156434465040231,15,803,94.4839692449501,25.4293076923077,20.0699076923077,83.7617299198624,7.37077418473848,26,10,27.9514986828146,897.760001581473,24.8468213298131,"Chattahoochee-Oconee","National Forest",110613468169.767
"24",135342,13,55,37,1,10,"13_55_37_1_10","13_55_37_1","510",10,11,279,4.86946861306418,-0.987688340595138,0.156434465040231,15,803,110.76894603834,26.0867407407407,20.7828444444444,85.9127986872433,7.61870765861724,27,10,28.899459092721,912.630903960107,27.5036382064104,"Chattahoochee-Oconee","National Forest",213465430984.254
"25",135369,13,55,37,1,11,"13_55_37_1_11","13_55_37_1","510",10,11,232,4.04916386462684,-0.788010753606722,-0.615661475325658,10,803,131.576328150795,26.8205185185185,21.4714666666667,82.968593768069,8.20289399752375,27,10,30.2437818843257,912.630903960107,30.1437717441199,"Chattahoochee-Oconee","National Forest",444634537888.105
"26",135396,13,55,37,1,12,"13_55_37_1_12","13_55_37_1","515",10,11,259,4.52040276266531,-0.981627183447664,-0.190808995376545,9,803,89.8715373468079,32.4394285714286,25.8862285714286,83.5569989112766,6.74320466590777,14,8,34.8504026703525,208.19263330088,19.859055286833,"Chattahoochee-Oconee","National Forest",122536317508073
"27",135410,13,55,55,1,11,"13_55_55_1_11","13_55_55_1","406",10,11,325,5.67232006898157,-0.573576436351046,0.819152044288992,27,803,60.2847349566951,16.7474347826087,16.764,113.864285362581,3.96828474617819,46,6,18.6058439276715,2728.5276683651,26.6645671162529,"Chattahoochee-Oconee","National Forest",18763701.3578966
"28",135456,13,55,55,1,12,"13_55_55_1_12","13_55_55_1","161",10,11,310,5.41052068118242,-0.766044443118978,0.642787609686539,25,803,70.8770330906403,19.0972558139535,19.1598697674419,112.310091852211,3.79701459056512,43,6,20.9263494766432,2002.42624157989,27.707093951947,"Chattahoochee-Oconee","National Forest",196712890.290231
"29",135499,13,55,55,2,11,"13_55_55_2_11","13_55_55_2","504",10,11,330,5.75958653158129,-0.5,0.866025403784438,41,803,9.23769380372588,13.716,11.6967,103.171453732341,4.45565973351251,8,5,16.5305026541845,630.083758766056,4.03192585863217,"Chattahoochee-Oconee","National Forest",905280.391900015
"30",135507,13,55,55,2,12,"13_55_55_2_12","13_55_55_2","504",10,11,310,5.41052068118242,-0.766044443118978,0.642787609686539,42,803,13.2120033785723,16.9817142857143,14.1514285714286,96.9814349450461,4.71065067421325,7,5,20.1331768836558,444.840676475094,4.36447887447862,"Chattahoochee-Oconee","National Forest",23717276.000302
"31",135514,13,55,56,1,10,"13_55_56_1_10","13_55_56_1","504",10,11,0,0,0,1,0,803,93.6731038828806,22.5044,20.955,107.283656549361,8.04836073521838,20,10,27.0697751745374,1319.65112704665,20.2345818627671,"Chattahoochee-Oconee","National Forest",5936585657.9602
"32",135534,13,55,56,1,11,"13_55_56_1_11","13_55_56_1","504",10,11,0,0,0,1,0,803,93.9376577576457,24.1150588235294,20.2781647058824,103.20681146185,5.80223309433074,17,7,29.3609058443366,1104.66623999842,20.0968707532536,"Chattahoochee-Oconee","National Forest",29719190638.3383
"33",135551,13,55,56,1,12,"13_55_56_1_12","13_55_56_1","504",10,11,0,0,0,1,4,803,107.358842654288,26.416,22.0599,99.8387925386518,5.87682334681164,16,7,31.6558804963628,919.423157707457,21.190563608014,"Chattahoochee-Oconee","National Forest",296703749052.732
"34",135567,13,55,57,1,10,"13_55_57_1_10","13_55_57_1","503",10,11,200,3.49065850398866,-0.342020143325669,-0.939692620785908,52,803,58.7246723363259,22.6150714285714,16.3394571428571,76.0025607629646,8.82763323408066,28,11,24.0128853415947,586.757446514088,20.2377483031966,"Chattahoochee-Oconee","National Forest",6631331354.29759
"35",135595,13,55,57,1,11,"13_55_57_1_11","13_55_57_1","406",10,11,200,3.49065850398866,-0.342020143325669,-0.939692620785908,59,803,61.2462566341265,23.9346153846154,17.9597538461538,79.4087405689506,7.91139657544158,26,11,25.44948180219,386.643461844492,19.667365273061,"Chattahoochee-Oconee","National Forest",24812549357.6096
"36",135621,13,55,58,1,11,"13_55_58_1_11","13_55_58_1","161",10,11,55,0.959931088596881,0.819152044288992,0.573576436351046,15,803,26.7623956828435,17.8344285714286,14.4453428571429,90.7849534676185,3.05708809648212,28,6,19.044919322486,1268.2461661634,14.7186762578613,"Chattahoochee-Oconee","National Forest",55640870.573012
"37",135649,13,55,58,1,12,"13_55_58_1_12","13_55_58_1","161",10,11,55,0.959931088596881,0.819152044288992,0.573576436351046,18,803,33.6840634680295,22.908380952381,18.4186285714286,83.8877437653773,2.5941431070064,21,5,23.6605302762297,482.661129863647,14.9769535638344,"Chattahoochee-Oconee","National Forest",8891672063.15311
"38",135670,13,55,58,2,11,"13_55_58_2_11","13_55_58_2","502",10,11,355,6.19591884457987,-0.0871557427476583,0.996194698091746,35,803,66.3745489000742,26.1112,19.62912,84.6040035958654,5.85332099180202,15,7,30.1787917054345,393.435715591842,16.5848006658115,"Chattahoochee-Oconee","National Forest",218751014524.573
"39",135685,13,55,58,2,12,"13_55_58_2_12","13_55_58_2","502",10,11,5,0.0872664625997165,0.0871557427476582,0.996194698091746,40,803,70.5333075306048,29.972,21.0058,82.4078165142465,4.87080128964072,12,6,34.270552509893,348.823008455939,17.2372628296453,"Chattahoochee-Oconee","National Forest",10391403565191.6
"40",135697,13,55,59,1,10,"13_55_59_1_10","13_55_59_1","161",10,11,0,0,0,1,0,803,27.3387798190287,15.9243888888889,13.7329333333333,96.6010124494484,4.37517476836536,36,8,17.6625401878917,1898.32992492945,15.8290516900285,"Chattahoochee-Oconee","National Forest",8238994.6742394
"41",135733,13,55,59,1,11,"13_55_59_1_11","13_55_59_1","161",10,11,0,0,0,1,3,803,23.24155014655,17.8181,15.07236,97.1451320783796,4.74510280626355,20,7,20.0824710879911,1149.27894713432,11.555467176222,"Chattahoochee-Oconee","National Forest",54739711.9820434
"42",135753,13,55,59,1,12,"13_55_59_1_12","13_55_59_1","161",10,11,0,0,0,1,4,803,37.5880032913793,19.7542727272727,16.3345090909091,100.640439527416,4.90228735530349,22,7,22.9408675709767,1349.39293180392,16.4265306283945,"Chattahoochee-Oconee","National Forest",379464925.37436
"43",135775,13,55,59,2,10,"13_55_59_2_10","13_55_59_2","503",10,11,0,0,0,1,0,803,19.3573176654016,18.3572727272727,14.6581090909091,87.8787754167433,6.04149927965329,11,7,20.5454729275863,504.324285989632,6.26554979872928,"Chattahoochee-Oconee","National Forest",93856044.723651
"44",135786,13,55,59,2,11,"13_55_59_2_11","13_55_59_2","503",10,11,0,0,0,1,0,803,20.3817519721965,20.1168,15.81912,89.1546933668542,6.26120069029542,10,7,22.4246184003207,489.453383610997,6.83733469644044,"Chattahoochee-Oconee","National Forest",545274556.952143
"45",135796,13,55,59,2,12,"13_55_59_2_12","13_55_59_2","503",10,11,0,0,0,1,4,803,19.4746433967295,19.39925,16.764,91.8039202154717,5.29870225712421,8,6,21.9884280588677,459.711578853729,5.56458894260437,"Chattahoochee-Oconee","National Forest",266064681.308341
"46",135805,13,55,60,1,10,"13_55_60_1_10","13_55_60_1","502",10,11,50,0.872664625997165,0.766044443118978,0.642787609686539,16,803,70.5946660591363,25.1690909090909,17.4705818181818,76.7676720062199,2.6347994320628,22,4,27.7703968020886,497.532032242282,20.9971610872844,"Chattahoochee-Oconee","National Forest",85270202890.872
"47",135827,13,55,60,1,11,"13_55_60_1_11","13_55_60_1","502",10,11,50,0.872664625997165,0.766044443118978,0.642787609686539,16,803,78.9263675714561,25.17775,17.6022,78.0319875124612,2.88459524380323,24,4,27.9370653761868,527.27383699955,23.123553099597,"Chattahoochee-Oconee","National Forest",86011771350.3421
"48",135851,13,55,61,1,11,"13_55_61_1_11","13_55_61_1","503",10,11,75,1.30899693899575,0.965925826289068,0.258819045102521,20,803,37.2812563285586,23.6855,20.447,90.4435931296895,7.2369838003579,12,8,25.5688777553233,178.450828543612,9.16261688863239,"Chattahoochee-Oconee","National Forest",19341134769.6599
"49",135863,13,55,61,3,11,"13_55_61_3_11","13_55_61_3","161",10,11,120,2.0943951023932,0.866025403784439,-0.5,12,803,19.1340649526008,17.7376666666667,15.1892,96.1771857125622,6,12,7,19.5656954557375,689.567368280593,8.620579950308,"Chattahoochee-Oconee","National Forest",50509230.850813
"50",135875,13,55,62,1,10,"13_55_62_1_10","13_55_62_1","405",10,11,135,2.35619449019234,0.707106781186548,-0.707106781186547,16,803,39.4859768090756,19.6708888888889,13.9192,84.7276954265989,5.18977337449425,27,8,21.7547206524622,1083.00308387243,15.5921834838075,"Chattahoochee-Oconee","National Forest",349106953.028881
"51",135902,13,55,62,1,11,"13_55_62_1_11","13_55_62_1","405",10,11,155,2.70526034059121,0.422618261740699,-0.90630778703665,20,803,43.9141751363106,19.9780769230769,14.0559692307692,90.7954581368517,5.37031480995063,26,8,22.7293157736537,1408.87654131845,16.8082799944169,"Chattahoochee-Oconee","National Forest",474644624.517054
"52",135928,13,55,62,1,12,"13_55_62_1_12","13_55_62_1","405",10,11,155,2.70526034059121,0.422618261740699,-0.90630778703665,20,803,51.2387006303554,26.3224210526316,19.6034526315789,77.4218115176667,5.69642370948737,19,8,27.2796348524721,282.547145194052,16.5137480771504,"Chattahoochee-Oconee","National Forest",270198051908.009
"53",135947,13,55,62,2,10,"13_55_62_2_10","13_55_62_2","519",10,11,225,3.92699081698724,-0.707106781186547,-0.707106781186548,33,803,3.94300381967373,21.59,15.3416,71.1772338148743,1.88988157484231,3,2,21.7695436485625,44.6127071359029,1.6604846043601,"Chattahoochee-Oconee","National Forest",2379128307.05213
"54",135952,13,55,62,2,11,"13_55_62_2_11","13_55_62_2","502",10,11,190,3.31612557878923,-0.17364817766693,-0.984807753012208,36,803,2.898160861208,28.194,18.5928,65.945945945946,1,1,1,28.194,14.8709023786343,0.928385479435529,"Chattahoochee-Oconee","National Forest",1755895325955.47
"55",135955,13,55,62,2,12,"13_55_62_2_12","13_55_62_2","502",10,11,190,3.31612557878923,-0.17364817766693,-0.984807753012208,36,803,4.36496112209621,32.512,21.336,65.625,1,1,1,32.512,14.8709023786343,1.23453191259408,"Chattahoochee-Oconee","National Forest",131759578131780
"56",135956,13,55,63,1,10,"13_55_63_1_10","13_55_63_1","502",10,11,330,5.75958653158129,-0.5,0.866025403784438,40,803,77.6519504098143,22.6624444444444,15.4657777777778,80.1605557528634,5.04991471782158,27,9,25.927038393381,1083.00308387243,24.8033492724126,"Chattahoochee-Oconee","National Forest",6953037451.60871
"57",135985,13,55,63,1,11,"13_55_63_1_11","13_55_63_1","502",10,11,330,5.75958653158129,-0.5,0.866025403784438,34,803,80.5066591739618,21.9456,15.68704,89.0563307354749,4.58458654461446,30,8,25.4384096253415,1127.61579100834,23.7066993835428,"Chattahoochee-Oconee","National Forest",3395103216.50473
"58",136015,13,55,70,1,7,"13_55_70_1_7","13_55_70_1","161",10,11,0,0,0,1,0,803,20.6005818637444,14.0988955223881,9.78999402985075,75.5924415203864,1.46110481294804,67,4,14.6287242095816,2188.95571875479,18.2391220044057,"Chattahoochee-Oconee","National Forest",1327616.14844066
"59",136082,13,55,70,1,8,"13_55_70_1_8","13_55_70_1","161",10,11,278,4.85201532054424,-0.99026806874157,0.139173100960065,15,803,23.916456509975,14.6510144927536,10.3543652173913,77.6363352986746,1.56096156897294,69,5,15.2090468271784,2218.69752351206,20.1516620200273,"Chattahoochee-Oconee","National Forest",2305975.81697211
"60",136151,13,55,70,2,7,"13_55_70_2_7","13_55_70_2","163",10,11,0,0,0,1,0,803,7.93831615115638,21.6408,11.64336,56.7756574362736,2.58640928985893,5,3,23.1299044183066,244.726691805499,3.66369554058802,"Chattahoochee-Oconee","National Forest",2503110511.40124
"61",136156,13,55,70,2,8,"13_55_70_2_8","13_55_70_2","405",10,11,278,4.85201532054424,-0.99026806874157,0.139173100960065,15,803,7.38887419575371,22.098,13.4874,66.4061596298438,1.75476535060332,4,2,23.9057049258122,229.855789426864,3.25336243109964,"Chattahoochee-Oconee","National Forest",3954025457.14056
"62",136161,13,55,71,1,7,"13_55_71_1_7","13_55_71_1","502",10,11,0,0,0,1,0,803,42.6528473982773,17.0026060606061,12.192,81.5714415338199,6.58540063280407,33,9,19.3862128922343,1683.34503788122,17.4415580065664,"Chattahoochee-Oconee","National Forest",24217984.1204964
"63",136194,13,55,71,1,8,"13_55_71_1_8","13_55_71_1","502",10,11,110,1.91986217719376,0.939692620785908,-0.342020143325669,35,803,25.8922720699761,17.1069,13.51788,86.3972612440854,5.84190681067865,20,8,19.2322620978397,978.906767221994,10.225656007675,"Chattahoochee-Oconee","National Forest",26880186.1817601
"64",136214,13,55,71,2,7,"13_55_71_2_7","13_55_71_2","163",10,11,0,0,0,1,0,803,1.96035249569581,26.416,17.0688,64.6153846153846,1,1,1,26.416,14.8709023786343,0.814983957923438,"Chattahoochee-Oconee","National Forest",296703749052.732
"65",136215,13,55,71,2,8,"13_55_71_2_8","13_55_71_2","163",10,11,115,2.00712863979348,0.90630778703665,-0.422618261740699,35,803,11.356286888128,16.256,12.065,84.1163960050975,4.87080128964072,12,6,17.8159469951314,689.567368280593,6.06194515754668,"Chattahoochee-Oconee","National Forest",11478657.5056398
"66",136506,13,85,45,1,11,"13_85_45_1_11","13_85_45_1","502",10,11,105,1.83259571459405,0.965925826289068,-0.258819045102521,60,803,185.13102276477,27.6398181818182,17.0595636363636,79.2895184887186,4.3078883342148,33,6,33.4976940626538,1512.97285796889,46.0805045714813,"Chattahoochee-Oconee","National Forest",1008835873788.86
"67",136540,13,85,45,1,12,"13_85_45_1_12","13_85_45_1","502",10,11,105,1.83259571459405,0.965925826289068,-0.258819045102521,60,803,196.83624315622,29.7349333333333,18.81632,81.3469452021356,4.44563411773575,30,7,35.8750760538102,1468.36015083299,48.7148523653903,"Chattahoochee-Oconee","National Forest",8198180319637.8
"68",136570,13,85,46,1,10,"13_85_46_1_10","13_85_46_1","502",10,11,41,0.715584993317675,0.656059028990507,0.754709580222772,23,803,91.0403876041243,25.4816428571429,19.5834,87.769576428214,6.99322776136926,28,10,28.3115608869794,757.129626426415,26.660924429083,"Chattahoochee-Oconee","National Forest",116556603294.053
"69",136598,13,85,46,1,11,"13_85_46_1_11","13_85_46_1","502",10,11,25,0.436332312998582,0.422618261740699,0.90630778703665,30,803,107.313899212379,25.5016,21.05152,94.8933942564934,7.21966841847633,30,10,28.7668877148711,786.871431183683,29.426555087614,"Chattahoochee-Oconee","National Forest",118906106784.349
"70",136628,13,85,46,1,12,"13_85_46_1_12","13_85_46_1","502",10,11,25,0.436332312998582,0.422618261740699,0.90630778703665,30,803,107.990298329469,25.5839310344828,19.9801655172414,89.6408240809526,6.96985128952287,29,10,29.1291564919246,772.000528805049,29.2058347865243,"Chattahoochee-Oconee","National Forest",129110057240.9
"71",136657,13,85,46,2,10,"13_85_46_2_10","13_85_46_2","503",10,11,290,5.06145483078356,-0.939692620785909,0.342020143325668,21,803,17.9579285998573,18.95475,17.526,105.104348766304,3.74674829750099,8,4,20.7000260507082,459.711578853729,6.15999749622119,"Chattahoochee-Oconee","National Forest",170585978.446717
"72",136665,13,85,46,2,11,"13_85_46_2_11","13_85_46_2","503",10,11,270,4.71238898038469,-1,-1.83690953073357e-16,18,803,17.4839285868632,22.3096666666667,19.5072,95.6861323678219,3,6,3,23.4674099266763,259.597594184133,5.84815392910469,"Chattahoochee-Oconee","National Forest",4886131224.50098
"73",136671,13,85,46,2,12,"13_85_46_2_12","13_85_46_2","503",10,11,270,4.71238898038469,-1,-1.83690953073357e-16,18,803,19.4320268217747,21.9165714285714,19.2894857142857,95.743432115512,2.94171342108318,7,3,23.0575086747401,274.468496562767,6.33544139728986,"Chattahoochee-Oconee","National Forest",3297964934.16047
"74",136678,13,85,52,1,8,"13_85_52_1_8","13_85_52_1","503",10,11,291,5.0789081233035,-0.933580426497202,0.3583679495453,20,803,70.1760813830805,31.496,21.7111384615385,72.8857721376694,4.56940346993082,13,6,33.4937902396158,193.321730922246,17.0328331812679,"Chattahoochee-Oconee","National Forest",47702265144431.4
"75",137079,13,111,1,1,9,"13_111_1_1_9","13_111_1_1","515",10,11,324,5.65486677646163,-0.587785252292473,0.809016994374947,24,803,83.6800470093412,23.1058064516129,17.658735483871,89.1396338363449,7.15879353050822,31,9,26.1955878973983,972.114513474645,25.5326749221182,"Chattahoochee-Oconee","National Forest",10832388859.4945
"76",137110,13,111,1,1,10,"13_111_1_1_10","13_111_1_1","515",10,11,324,5.65486677646163,-0.587785252292473,0.809016994374947,24,803,93.5158141002433,24.0792,18.542,88.4625821455628,7.21654034679244,30,9,27.4945663043931,957.24361109601,27.2585861423715,"Chattahoochee-Oconee","National Forest",28672376358.6275
"77",137140,13,111,1,1,11,"13_111_1_1_11","13_111_1_1","515",10,11,324,5.65486677646163,-0.587785252292473,0.809016994374947,24,803,93.7334323782324,24.6652142857143,18.9955714285714,89.9732764072062,6.81303847062284,28,8,28.2651332386741,927.501806338742,26.89788641913,"Chattahoochee-Oconee","National Forest",51518885478.4419
"78",137168,13,111,2,1,9,"13_111_2_1_9","13_111_2_1","103",10,11,0,0,0,1,0,803,33.4773492312055,19.8669189189189,13.1887783783784,71.5695085568827,1.39516277978005,37,3,20.8903601718139,890.967747834123,19.2245840304868,"Chattahoochee-Oconee","National Forest",424710755.084132
"79",137205,13,111,2,1,10,"13_111_2_1_10","13_111_2_1","103",10,11,0,0,0,1,0,803,51.2313761883532,24.0702352941176,17.6335764705882,78.1150178294856,1.42560862464697,34,3,24.9825495896636,505.610680873566,24.7837706642331,"Chattahoochee-Oconee","National Forest",28416485643.8603
"80",137239,13,111,2,1,11,"13_111_2_1_11","13_111_2_1","103",10,11,0,0,0,1,0,803,67.6585471317183,26.495375,20.574,83.0359493894051,1.65986331333113,32,4,27.8537811750936,646.241056028625,29.1415681304325,"Chattahoochee-Oconee","National Forest",321214512458.932
"81",137271,13,111,2,1,12,"13_111_2_1_12","13_111_2_1","103",10,11,0,0,0,1,0,803,85.5386421770426,25.3398421052632,21.2878736842105,92.006272051867,3.36788032757873,38,7,27.3371119619658,905.838650212758,34.6663079676574,"Chattahoochee-Oconee","National Forest",101147137971.203
"82",137309,13,111,2,2,9,"13_111_2_2_9","13_111_2_2","708",10,11,0,0,0,1,0,803,1.99606829496603,6.2992,6.4008,128.702346041056,2.58640928985893,5,3,7.89772554600374,755.84323154248,1.21887274044657,"Chattahoochee-Oconee","National Forest",544.136426814379
"83",137314,13,111,2,2,10,"13_111_2_2_10","13_111_2_2","401",10,11,0,0,0,1,0,803,17.4343238515996,15.9096363636364,10.5571636363636,95.232406551356,3.19704052173111,11,4,20.2542287840432,1015.44082572661,9.2404972627151,"Chattahoochee-Oconee","National Forest",8118340.85969533
"84",137325,13,111,2,2,11,"13_111_2_2_11","13_111_2_2","103",10,11,0,0,0,1,0,803,23.3019708362705,20.2276363636364,14.0762181818182,86.3562464636908,3.19704052173111,11,4,24.4092426160852,674.696465901959,11.0048181015524,"Chattahoochee-Oconee","National Forest",609187319.421437
"85",137338,13,111,2,3,12,"13_111_2_3_12","13_111_2_3","511",10,11,0,0,0,1,0,803,17.1993943917887,32.9565,18.288,63.8774394545672,1.75476535060332,4,2,37.2391634035997,59.4836095145372,6.47850459673625,"Chattahoochee-Oconee","National Forest",205506750813658
"86",137342,13,111,3,1,7,"13_111_3_1_7","13_111_3_1","506",10,11,0,0,0,1,0,803,114.489800174921,23.8880952380952,20.8788,94.791635358423,8.35954066478186,42,12,26.643550149547,1306.06661955195,36.2520048462353,"Chattahoochee-Oconee","National Forest",23684703105.0111
"87",137385,13,111,3,1,8,"13_111_3_1_8","13_111_3_1","506",10,11,88,1.53588974175501,0.999390827019096,0.0348994967025011,38,803,128.09618376515,25.7937,23.11146,95.8450627932179,8.12252396356236,40,11,28.236472963173,765.208275057699,37.3932807044073,"Chattahoochee-Oconee","National Forest",159243449959.467
